bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-01_task-freerecall_bold	0.0007807400379506642	0.029648328462998107	1	30.291316685114058	0.9929003027756652	0.9201556336501898	0.6176178987066208	1655.2906494140625	0.44982110138214954	455	86.33776091081594	1.8372064191078994	1.7949333333333335	2.1957133333333334	1.520972590657031	0.00775726	-0.007189763244241476	0.059748683124780655	527	64	64	27	6.630917303742782	1.5	3.0	3.0	3.999999761581421	13.388299904341658	11.908643580450814	45.469337463378906	16.347248077392578	52277.0	6.8538899421691895	180.96583862304664	67.8163070678711	2.731207320623489	90.33467084206917	704.8211059570312	697.2979125976562	29619.0	557.4419311523437	880.8237365722656	105.15681457519531	37.895785263273865
sub-01_task-sherlockPart1_bold	0.0017429599177800617	0.01887718015416238	0	22.336338160030877	1.0679381170679016	0.9532455532716047	0.6236390037385051	1355.4915771484375	0.2247038172606184	294	30.215827338129497	1.8323458636515852	1.7914933333333334	2.1795766666666667	1.525967590954756	0.0610925	-0.015842270106077194	0.06442534178495407	973	64	64	27	6.684563701716645	1.5	3.0	3.0	3.999999761581421	12.325731128122632	15.258004332654334	49.09681701660156	18.63206672668457	51936.0	6.7985615730285645	196.2762107849121	71.02133178710938	2.4921263592070932	92.03178163961331	716.3845825195312	709.1829833984375	29972.0	564.7022644042969	893.3120361328121	106.09086608886719	42.800590177765116
sub-01_task-sherlockPart2_bold	0.0029338265786993407	0.017560623496701226	0	21.852199749632085	1.1147429145377359	0.9777887468584902	0.6227911183653538	1594.84716796875	0.18076973342174016	154	14.514608859566447	1.8386041985969266	1.7595599999999998	2.14915	1.6071025957907794	0.0618323	-0.011883167549967766	0.06069876253604889	1061	64	64	27	6.748375730735264	1.5	3.0	3.0	3.999999761581421	14.57126536872262	12.096972730075812	45.46527099609375	16.391611099243164	51854.0	6.748350620269775	184.4056976318359	68.68922424316406	2.4622821695446477	91.2310732820421	714.1279907226562	706.51220703125	29906.0	566.1722564697266	886.9307403564453	104.6919174194336	45.63101380481385
sub-02_task-freerecall_bold	0.0005212445887445887	0.01267967948051948	0	22.608583332426907	1.1715592553954493	0.9649882355904663	0.6063291327465268	1173.8447265625	0.1313234033709971	103	11.147186147186147	1.7974563888888888	1.7614966666666667	2.03306	1.5978125	0.023039	-0.009422162547707558	0.05209885910153389	924	64	64	27	6.462149252012777	1.5	3.0	3.0	4.0	32.8465067055097	15.952412796474912	46.20570755004883	19.691558837890625	54289.0	7.156277179718018	168.17229919433584	69.73746490478516	3.425483602360308	93.45769133554239	712.8263549804688	703.7478637695312	28142.0	567.1717315673828	884.2780181884764	108.90113067626953	57.83164420723915
sub-02_task-sherlockPart1_bold	0.0007032476875642343	0.01416393210688592	0	19.92835589599793	1.1782709925720167	0.9598797659979424	0.6019689044979257	1375.2279052734375	0.06746265074071958	0	0.0	1.8242608333333334	1.7903133333333334	2.0465866666666668	1.6358825	0.0514251	-0.010410092771053314	0.05305713415145874	973	64	64	27	6.5152558857304	1.5	3.0	3.0	4.0	35.90341493719688	14.928114253906724	44.178924560546875	18.633094787597656	54081.0	6.7718400955200195	165.35458374023438	67.49089813232422	3.540880549398109	96.80110231382827	725.483642578125	716.5591430664062	28166.0	576.2068786621094	898.7117462158203	109.97978210449219	54.610233097337186
sub-02_task-sherlockPart2_bold	0.0006845789971617784	0.015096090331125828	0	19.778760775482983	1.143634442386364	0.9282957298484854	0.6041578053266822	1247.00244140625	0.06537548340218835	1	0.0946073793755913	1.804131388888889	1.75986	2.0347166666666667	1.6178175	0.0325688	-0.008508414030075073	0.051932550966739655	1057	64	64	27	6.587265847195779	1.5	3.0	3.0	4.0	33.30193176614941	16.3450936332807	45.42987060546875	19.69631004333496	54131.0	6.641911029815674	166.06243896484375	68.29010772705078	3.191312111095967	95.94130342594185	726.6327514648438	717.2625732421875	28148.0	580.4466278076172	901.6731781005858	108.8843002319336	55.26068616658449
sub-03_task-freerecall_bold	0.0011060893854748604	0.02283419156424581	0	32.06670822730069	1.0959970493566424	0.9872292316643352	0.5646388750783571	1849.9925537109375	0.45245987553748523	629	87.84916201117318	1.7447159526783516	1.7502933333333335	1.9821466666666667	1.5017078580350538	0.0261869	0.012872575782239437	0.03177313879132271	716	64	64	27	7.350174648331253	1.5	3.0	3.0	3.9999990463256836	19.137916503051578	12.221114169021279	43.13892364501953	16.4748592376709	58809.0	6.618714809417725	182.41367797851547	78.9737548828125	3.5730528692067933	90.16020446772353	740.1340942382812	734.3560791015625	23652.0	603.0863586425781	902.0233001708984	99.90790557861328	41.653313116927166
sub-03_task-sherlockPart1_bold	0.00046530864197530863	0.019326425730452675	0	19.849474672255443	1.0491226521112251	0.9328270725437704	0.5681724577573839	1773.9056396484375	0.12780354197360067	69	7.098765432098766	1.763499565362827	1.76145	2.0075433333333335	1.5215053627551467	0.0333634	0.009012949652969837	0.02873496524989605	972	64	64	27	7.467936075378437	1.5	3.0	3.0	3.9999990463256836	19.73281260069673	12.243669015393504	42.976417541503906	16.93621253967285	58291.0	6.96347713470459	184.1872329711914	78.99229431152344	2.5774484002019804	91.33097518934375	744.6950073242188	739.0	24195.0	604.1642028808594	906.7898071289062	98.954345703125	48.12526958412491
sub-03_task-sherlockPart2_bold	0.0017983443708609272	0.014412219564806055	0	19.31992076741479	1.1196226511837117	0.9851205327840912	0.570309902633427	1728.3216552734375	0.13405695188357983	101	9.555345316934721	1.7455190063156303	1.76943	1.9895566666666669	1.477570352280224	0.054027	0.009070795960724354	0.029678430408239365	1057	64	64	27	7.491283315976233	1.5	3.0	3.0	3.9999990463256836	18.983554609106285	12.759917946723752	43.91917419433594	17.16083335876465	58216.0	6.88505220413208	189.61541748046875	79.77498626708984	2.6834144217634908	90.79083525756519	742.3251953125	737.1173095703125	24249.0	603.7491088867188	903.5025512695312	98.39463806152344	55.04213746637106
sub-04_task-freerecall_bold	0.006021772727272727	0.02044561802272727	0	31.428824583348515	1.3001810060820054	1.0450898818451022	0.6514350163274295	927.9898071289062	0.28153821529907586	308	70.0	2.0225668173127347	2.0259666666666667	2.4420466666666667	1.59968711860487	0.0132579	-0.011484842747449875	0.060531727969646454	440	64	64	27	5.651377722581651	1.5	3.0	3.0	4.000000953674316	15.72551314270163	21.046211064989574	60.25345993041992	22.584089279174805	47685.0	6.7777272224426275	235.50453186035156	87.26602172851562	2.917686926799802	100.70913100099877	767.2059936523438	747.5067749023438	33180.0	601.5801971435546	1012.6391967773433	132.26783752441406	44.23407686117571
